LOT_ID,WAFER_ID,SITE_ID,EQUIPMENT_ID,RECIPE_ID,PROCESS_TIMESTAMP,RS_OHM_SQ
LOT-001,W01,S1,EQ-01,RCP-B,2026-08-20 05:30:00,120.548
LOT-001,W01,S2,EQ-01,RCP-B,2026-08-20 05:30:00,118.128
LOT-001,W01,S3,EQ-01,RCP-B,2026-08-20 05:30:00,121.351
LOT-001,W01,S4,EQ-01,RCP-B,2026-08-20 05:30:00,121.693
LOT-001,W01,S5,EQ-01,RCP-B,2026-08-20 05:30:00,116.488
LOT-001,W02,S1,EQ-01,RCP-B,2026-08-20 05:30:00,117.656
LOT-001,W02,S2,EQ-01,RCP-B,2026-08-20 05:30:00,120.23
LOT-001,W02,S3,EQ-01,RCP-B,2026-08-20 05:30:00,119.431
LOT-001,W02,S4,EQ-01,RCP-B,2026-08-20 05:30:00,119.97
LOT-001,W02,S5,EQ-01,RCP-B,2026-08-20 05:30:00,118.465
LOT-001,W03,S1,EQ-01,RCP-B,2026-08-20 05:30:00,121.583
LOT-001,W03,S2,EQ-01,RCP-B,2026-08-20 05:30:00,121.4
LOT-001,W03,S3,EQ-01,RCP-B,2026-08-20 05:30:00,120.119
LOT-001,W03,S4,EQ-01,RCP-B,2026-08-20 05:30:00,122.029
LOT-001,W03,S5,EQ-01,RCP-B,2026-08-20 05:30:00,120.842
LOT-001,W04,S1,EQ-01,RCP-B,2026-08-20 05:30:00,118.453
LOT-001,W04,S2,EQ-01,RCP-B,2026-08-20 05:30:00,120.664
LOT-001,W04,S3,EQ-01,RCP-B,2026-08-20 05:30:00,118.274
LOT-001,W04,S4,EQ-01,RCP-B,2026-08-20 05:30:00,121.581
LOT-001,W04,S5,EQ-01,RCP-B,2026-08-20 05:30:00,119.91
LOT-001,W05,S1,EQ-01,RCP-B,2026-08-20 05:30:00,119.667
LOT-001,W05,S2,EQ-01,RCP-B,2026-08-20 05:30:00,118.774
LOT-001,W05,S3,EQ-01,RCP-B,2026-08-20 05:30:00,122.201
LOT-001,W05,S4,EQ-01,RCP-B,2026-08-20 05:30:00,119.722
LOT-001,W05,S5,EQ-01,RCP-B,2026-08-20 05:30:00,119.229
LOT-002,W01,S1,EQ-02,RCP-A,2026-08-20 05:41:00,119.366
LOT-002,W01,S2,EQ-02,RCP-A,2026-08-20 05:41:00,120.958
LOT-002,W01,S3,EQ-02,RCP-A,2026-08-20 05:41:00,120.658
LOT-002,W01,S4,EQ-02,RCP-A,2026-08-20 05:41:00,120.743
LOT-002,W01,S5,EQ-02,RCP-A,2026-08-20 05:41:00,120.775
LOT-002,W02,S1,EQ-02,RCP-A,2026-08-20 05:41:00,123.855
LOT-002,W02,S2,EQ-02,RCP-A,2026-08-20 05:41:00,119.268
LOT-002,W02,S3,EQ-02,RCP-A,2026-08-20 05:41:00,119.078
LOT-002,W02,S4,EQ-02,RCP-A,2026-08-20 05:41:00,118.535
LOT-002,W02,S5,EQ-02,RCP-A,2026-08-20 05:41:00,121.109
LOT-002,W03,S1,EQ-02,RCP-A,2026-08-20 05:41:00,122.032
LOT-002,W03,S2,EQ-02,RCP-A,2026-08-20 05:41:00,119.795
LOT-002,W03,S3,EQ-02,RCP-A,2026-08-20 05:41:00,118.488
LOT-002,W03,S4,EQ-02,RCP-A,2026-08-20 05:41:00,118.516
LOT-002,W03,S5,EQ-02,RCP-A,2026-08-20 05:41:00,121.171
LOT-002,W04,S1,EQ-02,RCP-A,2026-08-20 05:41:00,121.338
LOT-002,W04,S2,EQ-02,RCP-A,2026-08-20 05:41:00,120.978
LOT-002,W04,S3,EQ-02,RCP-A,2026-08-20 05:41:00,118.802
LOT-002,W04,S4,EQ-02,RCP-A,2026-08-20 05:41:00,120.418
LOT-002,W04,S5,EQ-02,RCP-A,2026-08-20 05:41:00,120.21
LOT-002,W05,S1,EQ-02,RCP-A,2026-08-20 05:41:00,120.394
LOT-002,W05,S2,EQ-02,RCP-A,2026-08-20 05:41:00,121.569
LOT-002,W05,S3,EQ-02,RCP-A,2026-08-20 05:41:00,120.402
LOT-002,W05,S4,EQ-02,RCP-A,2026-08-20 05:41:00,121.222
LOT-002,W05,S5,EQ-02,RCP-A,2026-08-20 05:41:00,120.122
LOT-003,W01,S1,EQ-03,RCP-B,2026-08-20 05:52:00,120.52
LOT-003,W01,S2,EQ-03,RCP-B,2026-08-20 05:52:00,121.136
LOT-003,W01,S3,EQ-03,RCP-B,2026-08-20 05:52:00,117.377
LOT-003,W01,S4,EQ-03,RCP-B,2026-08-20 05:52:00,119.425
LOT-003,W01,S5,EQ-03,RCP-B,2026-08-20 05:52:00,119.153
